IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.175.99.73,2095,80,false,MAD,Europe,Madrid,188,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,199,0.00
34.107.120.170,443,443,true,FRA,Europe,Frankfurt,201,0.00
35.188.87.85,80,8080,false,ORD,North America,Chicago,204,0.00
34.135.226.181,80,80,false,ORD,North America,Chicago,207,0.00
35.239.252.197,80,80,false,ORD,North America,Chicago,207,0.00
34.28.14.212,8080,80,false,ORD,North America,Chicago,208,0.00
34.28.14.212,8080,80,false,ORD,North America,Chicago,209,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,209,0.00
34.67.45.105,443,443,true,ORD,North America,Chicago,209,0.00
35.225.207.21,80,80,false,ORD,North America,Chicago,210,0.00
34.73.197.142,80,80,false,ATL,North America,Atlanta,217,0.00
34.73.197.142,80,80,false,ATL,North America,Atlanta,218,0.00
34.73.197.142,80,80,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.73.197.142,80,80,false,ATL,North America,Atlanta,220,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,220,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,225,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,262,0.00
